"professorName","department","sourceSystem","sourceUrl","externalId","averageRating","reviewCount","difficultyRating","wouldTakeAgainPercent","capturedAt"
"Bria Jenkins","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Brian Burmeister","English","RATE_MY_PROFESSORS","","","","","","",""
"Brian Collins","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Brian D. Behnken","History","RATE_MY_PROFESSORS","","","","","","",""
"Brian J. Kerr","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Brian J. Nonnecke","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Brian J. Wilsey","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Brian K. Gelder","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Brian Kirk Hornbuckle","Agronomy; Professor of Electrical and Computer Engineering; Professor of Earth, Atmosphere, and Climate","RATE_MY_PROFESSORS","","","","","","",""
"Brian Krug","Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"Brian Lynn Steward","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Brian M. Lee","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Brian Palik","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Brian R. Sturtevant","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Brian Rudolph","Information Systems and Business Analytics","RATE_MY_PROFESSORS","","","","","","",""
"Brian Warthen","Practice, Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Britta Rued","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Brittany Hallmark-Haack","Chemical and Biological Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Bruce A. Babcock","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Bruce Bassler","Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Bruce Kraft","Practice, Finance","RATE_MY_PROFESSORS","","","","","","",""
"Bruce N. Harmon","Physics and Astronomy; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Bruce R. Munson","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Bruce Willard Menzel","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Bruno Oro","Industrial Design","RATE_MY_PROFESSORS","","","","","","",""
"Bryan Edmund Cain","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Bryan Howard Bellaire","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Buddhi P. Lamsal","Food Science and Human Nutrition; Professor of Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Byron F. Brehm-Stecher","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"CATHERINE MABRY McMULLEN","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"CHARLES E. McCANDLESS","School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Caitlin Messerschmidt","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Caitlin Wiley","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Cajetan Ikenna Nlebedim","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Caleb Thompson","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Cameron Mackenzie","Industrial and Manufacturing Systems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Cameron T. Campbell","Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Camille Kulakowski","Graphic Design","RATE_MY_PROFESSORS","","","","","","",""
"Candice A. Gardner","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Captain Patrick O'Reilly","Naval Science","RATE_MY_PROFESSORS","","","","","","",""
"Carl A. Rogers","Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Carl E. Anderson","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Carl Ernest Jacobson","Earth, Atmosphere, and Climate","RATE_MY_PROFESSORS","","","","","","",""
"Carl Joseph Bern","Agricultural and Biosystems Engineering; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Carl Kochao Chang","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Carl Ray Smith","School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Carl Roberts","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Carl Weems","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Carla Ann Peterson","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Carlie C. Tartakov","School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Carlos ???Coimbra-Cardoso","Industrial Design","RATE_MY_PROFESSORS","","","","","","",""
"Carlton Wade Basmajian","Urban Planning and Development","RATE_MY_PROFESSORS","","","","","","",""
"Carly Manz","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Carmen L. Gomes","Mechanical Engineering; Professor of Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Carmen M. Bain","Sociology and Criminal Justice; Associate","RATE_MY_PROFESSORS","","","","","","",""
"Carol A. Chapelle","English; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Carol B. Volker","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Carol H. Faber","Graphic Design","RATE_MY_PROFESSORS","","","","","","",""
"Carol M. Vleck","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Carol Pilcher","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Caroline C. Hayes","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Caroline Westort","Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Carolyn A. Elbert","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Carolyn E. Cutrona","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Carolyn Heising","Industrial and Manufacturing Systems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Carolyn J. Kundel","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Carolyn Jean Hammer","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Carolyn Steckelberg","Practice in Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Carrie Berg","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Carson Andorf","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Cary Pint","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Casey Frye","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Cason Murphy","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Cassandra Dorius","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Cassandra J. Rutherford","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Cassandra Nunez","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Catherine E. Vrentas","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Catherine L. Kling","Economics; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Catherine M. Logue","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Catherine M. Swoboda","Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"Catherine Strohbehn","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Catheryn M. Hockaday","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Cathy Miller","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Celia P. Shedd","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Chad Brown","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Chad Cardani-Trollinger","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Chad Dolphin","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Chad E. Hart","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Chad Sonka","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Chad Yoder","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Chaoqun Lu","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Charissa Menefee","English","RATE_MY_PROFESSORS","","","","","","",""
"Charles B. Shrader","Management and Entrepreneurship; University Professor; Morrill Professor","RATE_MY_PROFESSORS","","","","","","",""
"Charles C. Block","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Charles Chaffin","Practice, Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Charles D. Richards","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Charles E. Glatz","Chemical and Biological Engineering; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Charles J. Kostelnick","English","RATE_MY_PROFESSORS","","","","","","",""
"Charles L. Burras","Agronomy; Professor of Earth, Atmosphere, and Climate; Morrill Professor","RATE_MY_PROFESSORS","","","","","","",""
"Charles L. Silet","English","RATE_MY_PROFESSORS","","","","","","",""
"Charles M. Dobbs","History","RATE_MY_PROFESSORS","","","","","","",""
"Charles R. Hurburgh","Agricultural and Biosystems Engineering; Emeritus Professor of Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Charles R. Kerton","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Charles R. Kniker","School of Education; A.B., 1958, Elmhurst; B.D., 1962, Eden Seminary; M.A., 1966, San Francisco Seminary; Ed.D., 1969, Teachers College, Columbia","RATE_MY_PROFESSORS","","","","","","",""
"Charles S. Oulman","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Charles Sukup","Practice in Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Charles T. Jahren","Civil, Construction, and Environmental Engineering; Morrill Professor","RATE_MY_PROFESSORS","","","","","","",""
"Charles Thomas Achter","Education","RATE_MY_PROFESSORS","","","","","","",""
"Charles V. Schwab","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Charlotte R. Bronson","Plant Pathology, Entomology, and Microbiology; B.S., 1969, New Mexico; M.S., 1974, Michigan; Ph.D., 1981, Michigan State","RATE_MY_PROFESSORS","","","","","","",""
"Chen Zhang","Information Systems and Business Analytics","RATE_MY_PROFESSORS","","","","","","",""
"Cheng Huang","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Cheng Nie","Information Systems and Business Analytics","RATE_MY_PROFESSORS","","","","","","",""
"Cheng Wang","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Chengde Wu","Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Chenxu Yu","Agricultural and Biosystems Engineering; Associate Professor of Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Cheri J. Ure","Graphic Design","RATE_MY_PROFESSORS","","","","","","",""
"Cheryl Auch","Veterinary Pathology","RATE_MY_PROFESSORS","","","","","","",""
"Cheryl Lawson","Veterinary Pathology","RATE_MY_PROFESSORS","","","","","","",""
"Cheryl Morris","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Cheryl Sue Hedlund","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Cheryll A. Reitmeier","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Chester Jr. Comstock","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Chien-Ping Chiou","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Ching-Hui Su","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Chiu Shui Chan","Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Chong Wang","Veterinary Diagnostic and Production Animal Medicine; Professor of Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Chris Chong-Nuen Chu","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Chris Cornelius","Materials Science and Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Chris Harding","Earth, Atmosphere, and Climate; Associate Professor of Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Chris K. Tuggle","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Chris Moon","Accounting","RATE_MY_PROFESSORS","","","","","","",""
"Chris Robert Rehmann","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Christen G. Burgett","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Christian Carichner","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Christian Chilan","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Christian G. Roettger","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Christian J. Schwartz","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Christian Meissner","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Christie F. Pope","History","RATE_MY_PROFESSORS","","","","","","",""
"Christina Campbell","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Christina Gish Hill","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Christina Moline","School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Christina Patricola","Earth, Atmosphere, and Climate","RATE_MY_PROFESSORS","","","","","","",""
"Christine Alicia Denison","Accounting","RATE_MY_PROFESSORS","","","","","","",""
"Christine C. Cook","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Christine E. King","Library Services","RATE_MY_PROFESSORS","","","","","","",""
"Christine Lopp-Schurter","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Christopher Currey","Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"Christopher Day","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Christopher Hay","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Christopher Hopkins","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Christopher J. Martin","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Christopher J. Seeger","Landscape Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Christopher Quinn",,"RATE_MY_PROFESSORS","","","","","","",""
"Christopher Rademacher","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Christopher Scott","Graphic Design","RATE_MY_PROFESSORS","","","","","","",""
"Christopher Siepker","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Christopher Wyatt Chase","Philosophy and Religious Studies","RATE_MY_PROFESSORS","","","","","","",""
"Chun Kit Chan","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Chunhui Chen","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Chunhui Xiang","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Cicero Pola","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Cigdem Akkurt","Interior Design","RATE_MY_PROFESSORS","","","","","","",""
"Cindy Long Yu","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Cinzia Cervato","Earth, Atmosphere, and Climate; Morrill Professor","RATE_MY_PROFESSORS","","","","","","",""
"Claire B. Andreasen","Veterinary Pathology","RATE_MY_PROFESSORS","","","","","","",""
"Claire Kruesel","English","RATE_MY_PROFESSORS","","","","","","",""
"Clare Cardinal-Pett","Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Clark Coffman","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Clark Fugier Ford","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Claudia L. Lemper","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Claus Kadelka","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Clay L. Pierce","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Clay Stevens","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Clay Thomas","Management and Entrepreneurship","RATE_MY_PROFESSORS","","","","","","",""
"Clayton Conrad Anderson","Practice, Aerospace Engineering; Distinguished Faculty Fellow","RATE_MY_PROFESSORS","","","","","","",""
"Cletus R. Mercier","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Cliff Alex Plymesser","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Clifford Bergman","Mathematics; Emeritus Professor of Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Clifford E. Lamotte","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
